out	species	is_representative	representative_out	ani_to_representative	reuse_eligible
Rhodotorula_mucilaginosa_VS_AB_II_KN_2	Rhodotorula mucilaginosa	False	Rhodotorula_mucilaginosa_GDMCC2.30	89.3	False
Rhodotorula_mucilaginosa_rhodo3571	Rhodotorula mucilaginosa	False	Rhodotorula_mucilaginosa_GDMCC2.30	98.78	False
Rhodotorula_pacifica	Rhodotorula pacifica	False	Rhodotorula_pacifica_JCM10908	91.62	False
Rhodotorula_pacifica_INDKK	Rhodotorula pacifica	False	Rhodotorula_pacifica_JCM10908	92.13	False
Rhodotorula_pacifica_JCM10908	Rhodotorula pacifica	True	Rhodotorula_pacifica_JCM10908	100.0	False
Rhodotorula_pacifica_RDY-01	Rhodotorula pacifica	False	Rhodotorula_pacifica_JCM10908	98.09	False
Rhodotorula_paludigena_BS15	Rhodotorula paludigena	False	Rhodotorula_paludigena_JCM10292	94.38	False
Rhodotorula_paludigena_CM33	Rhodotorula paludigena	False	Rhodotorula_paludigena_JCM10292	94.84	False
Rhodotorula_paludigena_JCM10292	Rhodotorula paludigena	True	Rhodotorula_paludigena_JCM10292	100.0	False
Rhodotorula_paludigena_LL69-1	Rhodotorula paludigena	False	Rhodotorula_paludigena_JCM10292	94.81	False
Rhodotorula_paludigena_P4R5	Rhodotorula paludigena	False	Rhodotorula_paludigena_JCM10292	94.94	False
Rhodotorula_paludigena_SP9-15	Rhodotorula paludigena	False	Rhodotorula_paludigena_JCM10292	95.05	False
Rhodotorula_paludigena_TL35-5	Rhodotorula paludigena	False	Rhodotorula_paludigena_JCM10292	94.81	False
Rhodotorula_sp._CCFEE_5036	Rhodotorula sp. CCFEE 5036	True	Rhodotorula_sp._CCFEE_5036	100.0	False
Rhodotorula_sp._CCFEE_5036_CCFEE_5036	Rhodotorula sp. CCFEE 5036	False	Rhodotorula_sp._CCFEE_5036	99.43	True
Rhodotorula_sp._JG-1b	Rhodotorula sp. JG-1b	False	Rhodotorula_sp._JG-1b_JG-1b	99.2	True
Rhodotorula_sp._JG-1b_JG-1b	Rhodotorula sp. JG-1b	True	Rhodotorula_sp._JG-1b_JG-1b	100.0	False
Rhodotorula_sphaerocarpa_ETNP2018	Rhodotorula sphaerocarpa	False	Rhodotorula_sphaerocarpa_JCM8202	97.61	False
Rhodotorula_sphaerocarpa_GDMCC_60679	Rhodotorula sphaerocarpa	False	Rhodotorula_sphaerocarpa_JCM8202	98.81	False
Rhodotorula_sphaerocarpa_JCM8202	Rhodotorula sphaerocarpa	True	Rhodotorula_sphaerocarpa_JCM8202	100.0	False
Rhodotorula_toruloides	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	94.5	False
Rhodotorula_toruloides_ATCC_10657	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.67	False
Rhodotorula_toruloides_ATCC_10788	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.98	True
Rhodotorula_toruloides_ATCC_204091	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.69	False
Rhodotorula_toruloides_ATCC_26217	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.99	True
Rhodotorula_toruloides_BOT-A2	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.71	False
Rhodotorula_toruloides_CB6-10-1	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.76	False
Rhodotorula_toruloides_CBS14	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.99	True
Rhodotorula_toruloides_CCT_0783	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	98.83	False
Rhodotorula_toruloides_CECT1137	Rhodotorula toruloides	True	Rhodotorula_toruloides_CECT1137	100.0	False
Rhodotorula_toruloides_CGMCC_2.1609	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	98.92	False
Rhodotorula_toruloides_IF0880	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.71	False
Rhodotorula_toruloides_IFO0559	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.98	True
Rhodotorula_toruloides_JCM10020	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.97	True
Rhodotorula_toruloides_JCM10021	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.66	False
Rhodotorula_toruloides_JCM10049	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.03	True
Rhodotorula_toruloides_JCM10295	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	83.9	False
Rhodotorula_toruloides_JCM10296	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.57	False
Rhodotorula_toruloides_JCM_10020	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.99	True
Rhodotorula_toruloides_JCM_10021	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.69	False
Rhodotorula_toruloides_JCM_10049	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.03	True
Rhodotorula_toruloides_JCM_24501	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.19	False
Rhodotorula_toruloides_LAB-07	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	98.97	False
Rhodotorula_toruloides_M119-17A	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	98.96	False
Rhodotorula_toruloides_MTCC_457	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.96	True
Rhodotorula_toruloides_NBRC10032	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	84.04	False
Rhodotorula_toruloides_NBRC10512	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.98	True
Rhodotorula_toruloides_NBRC10513	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.72	False
Rhodotorula_toruloides_NBRC_0880	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.66	False
Rhodotorula_toruloides_NP11	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.99	True
Rhodotorula_toruloides_Single_colony	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.69	False
Rhodotorula_toruloides_VN1	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	90.04	False
Rhodotorula_toruloides_Z1	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.99	True
Rhodotorula_toruloides_Z11	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	99.99	True
Rhodotorula_toruloides_delta_dao_1e	Rhodotorula toruloides	False	Rhodotorula_toruloides_CECT1137	89.7	False
Rhynchosporium_graminicola_UK7	Rhynchosporium graminicola	True	Rhynchosporium_graminicola_UK7	100.0	False
Rhynchosporium_graminicola_WAI453	Rhynchosporium graminicola	False	Rhynchosporium_graminicola_UK7	99.52	True
Rhypophila_decipiens_CBS_256.69	Rhypophila decipiens	True	Rhypophila_decipiens_CBS_256.69	100.0	False
Rhypophila_decipiens_PSN293	Rhypophila decipiens	False	Rhypophila_decipiens_CBS_256.69	95.79	False
Rosellinia_necatrix_CMW50482	Rosellinia necatrix	True	Rosellinia_necatrix_CMW50482	100.0	False
Rosellinia_necatrix_R10	Rosellinia necatrix	False	Rosellinia_necatrix_CMW50482	94.97	False
Rosellinia_necatrix_R18_HMW	Rosellinia necatrix	False	Rosellinia_necatrix_CMW50482	95.07	False
Rosellinia_necatrix_R18_UHMWHMW	Rosellinia necatrix	False	Rosellinia_necatrix_CMW50482	95.21	False
Rosellinia_necatrix_R25	Rosellinia necatrix	False	Rosellinia_necatrix_CMW50482	95.17	False
Rosellinia_necatrix_R28	Rosellinia necatrix	False	Rosellinia_necatrix_CMW50482	94.97	False
Rosellinia_necatrix_W97	Rosellinia necatrix	False	Rosellinia_necatrix_CMW50482	98.51	False
Rugonectria_rugulosa_CBS_126565	Rugonectria rugulosa	False	Rugonectria_rugulosa_M7C8	93.41	False
Rugonectria_rugulosa_M7C8	Rugonectria rugulosa	True	Rugonectria_rugulosa_M7C8	100.0	False
Rusavskia_elegans_LIQ193RUEL	Rusavskia elegans	False	Rusavskia_elegans_YAF01	94.32	False
Rusavskia_elegans_YAF01	Rusavskia elegans	True	Rusavskia_elegans_YAF01	100.0	False
Russula_griseocarnosa_E138	Russula griseocarnosa	False	Russula_griseocarnosa_LJ24	93.62	False
Russula_griseocarnosa_LJ24	Russula griseocarnosa	True	Russula_griseocarnosa_LJ24	100.0	False
Russula_virescens_MG14	Russula virescens	False	Russula_virescens_QTJ	95.41	False
Russula_virescens_QTJ	Russula virescens	True	Russula_virescens_QTJ	100.0	False
Saccharomyces_arboricola_H-6	Saccharomyces arboricola	False	Saccharomyces_arboricola_yHDPN432	96.86	False
Saccharomyces_arboricola_yHDPN432	Saccharomyces arboricola	True	Saccharomyces_arboricola_yHDPN432	100.0	False
Saccharomyces_cerevisiae	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_1014	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_10560-6B	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_11-3002	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_131	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_155	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_15V-P4	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_168	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_17	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_1B-D1606	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_2-105	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_2.1392	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_2.591	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_2210alpha	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_222-1B-D1606	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_229	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_245	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_25-25-2V-P3982	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_273614	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_273614N	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_301.10a	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_309	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_376	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_390_D2	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_4124-S60	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_427	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_460	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_5-3004	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_502	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_6464	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_6P-33G-D373	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_74-D694	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_9464	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_98-5	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_A	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_A154	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_A20_citrus	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AA1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AC07	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AF	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AFB.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AGY731	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AH465	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AHN1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AL1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AL3-h	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_ANG.CJ.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_ANG1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_ANGGW.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AOP25_D2_surf_bin_9	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_ATCC_MYA-796	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_ATCC_MYA-797	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI1427	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI1430	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI1432	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI1631	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI2880	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI2911	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI767	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI795	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI796	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_AWRI935	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_Awamori-101	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_B1-1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BAW-6	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BC187	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BCAnc	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BG1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ10	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ11	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ13	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ14	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ15	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ16	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ17	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ18	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ19	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ2	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ20	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ21	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ22	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ23	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ24	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ25	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ26	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ27	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ28	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ3	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ4	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ5	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ6	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ7	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ8	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJ9	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJQ1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJQ2	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJQ3	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJQ4	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJQ5	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BJQ6	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BM5.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BQ1.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BQ8.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BQ8.2	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BS	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BSPX042	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BT1.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BT2.6	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BT2.8	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BT3	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BT4	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BTP1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BY	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BY0012	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BY4741	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BY4742	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_BY4743	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C018	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C3-06	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C3253	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C3751	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C5-1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C5-63	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_C7-143	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CA1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CBS1171	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CBS7957	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CBS7959	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CBS_2888	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CBS_493.94	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CBS_7960	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CDRDR_sf_H	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CEN.PK	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CEN.PK113-7D	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CEN.PK113-7D	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CEN.PK2-1C	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CEN.PK2-1Ca	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CICC_1445	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM11.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM19.5	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM19.6	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM20.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM21.4	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM24.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM25.1	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM25.4	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM25.5	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
Saccharomyces_cerevisiae_CJM6.2	Saccharomyces cerevisiae	False	Saccharomyces_cerevisiae_KCTC_13826BP		False
